SetID,Number,Variant,YearFrom,Category,Theme,ThemeGroup,Subtheme,SetName,Image,ImageFilename,USRetailPrice,UKRetailPrice,CARetailPrice,DERetailPrice,USDateAdded,USDateRemoved,Pieces,Minifigs,MinifigNumbers,PackagingType,Availability,USItemNumber,EUItemNumber,EAN,UPC,Width,Height,Depth,Weight,ModelDimension1,ModelDimension2,ModelDimension3,AgeMin,AgeMax,OwnCount,WantCount,InstructionsCount,AdditionalImageCount,Released,Rating,BrickLinkSoldPriceNew,BrickLinkSoldPriceUsed,Designers,LaunchDate,ExitDate,Own,Want,QtyOwned,QtyOwnedNew,QtyOwnedUsed,QtyWanted,WantedPriority,,Flag2,Flag3,Flag4,Flag5,Flag6,Flag7,Flag8,UserNotes
"31224","21326","1","2021","Normal","Ideas","Miscellaneous","Licensed","Winnie the Pooh","X","21326-1","99.99","89.99","139.99","99.99","02/04/2021 00:00:00","01/03/2024 00:00:00","1265","5","idea086,idea087,idea088,idea089,idea090,","Box","Retail - limited","6333467","6333466","5702016915648","673419341561","38","26","6.9","1.272","24","18","22","18","","15454","3391","8","35","X","6","116.5400","84.4300","Samuel Johnson,","01/04/2021 00:00:00","31/12/2023 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"31718","21327","1","2021","Normal","Ideas","Miscellaneous","","Typewriter","X","21327-1","249.99","214.99","309.99","249.99","17/06/2021 00:00:00","18/11/2024 00:00:00","2079","","","Box","Retail - limited","6347594","6347591","5702016995831","673419345347","58.2","37.8","10.3","","11","27","26","18","","7516","3730","7","20","X","9","213.6900","190.2500","James May,Samuel Johnson,Wes Talbott,","01/07/2021 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"31729","21329","1","2021","Normal","Ideas","Miscellaneous","Licensed","Fender Stratocaster","X","21329-1","119.99","104.99","149.99","119.99","02/10/2021 00:00:00","12/11/2024 00:00:00","1074","","","Box","Retail - limited","6359049","6359048","5702017071978","673419350334","26.2","38.2","11.8","","36","11","3","18","","6123","2015","7","21","X","0","137.9400","115.2100","Marin Stipkovic,Samuel Johnson,","01/10/2021 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"31923","21330","1","2021","Normal","Ideas","Miscellaneous","Licensed","Home Alone","X","21330-1","299.99","259.99","379.99","299.99","02/11/2021 00:00:00","03/11/2025 00:00:00","3955","5","idea099,idea100,idea101,idea102,idea103,","Box","Retail - limited","6347938","6347937","5702017006178","673419345842","58.2","48","17","","27","34","37","18","","12165","4464","8","38","X","0","255.0200","205.7800","Antica Bracanov,Samuel Johnson,","01/11/2021 00:00:00","31/12/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"32280","21333","1","2022","Normal","Ideas","Miscellaneous","Licensed","Vincent van Gogh - The Starry Night","X","21333-1","169.99","149.99","219.99","169.99","28/05/2022 00:00:00","03/11/2025 00:00:00","2316","1","idea106,","Box","Retail - limited","6386348","6386347","5702017189840","673419361941","48","37.8","11.2","2.85","7.5","2.5","30","18","","10226","3700","9","11","X","0","138.4300","110.4100","Samuel Johnson,","25/05/2022 00:00:00","31/12/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"32282","21335","1","2022","Normal","Ideas","Miscellaneous","","Motorized Lighthouse","X","21335-1","299.99","259.99","379.99","299.99","19/08/2022 00:00:00","03/11/2025 00:00:00","2065","2","idea123,idea124,","Box","Retail - limited","6386350","6386349","5702017189925","673419361484","47.5","57.8","9","3.339","54","25","25","18","","8402","4734","10","24","X","6","249.8400","208.3900","Samuel Johnson,","01/09/2022 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"47026","21340","1","2023","Normal","Ideas","Miscellaneous","","Tales of the Space Age","X","21340-1","49.99","44.99","64.99","49.99","14/04/2023 00:00:00","08/12/2024 00:00:00","688","","","Box","LEGO exclusive","6437510","6437509","5702017452135","673419381154","38.2","26.2","7.1","","14","9","3","18","","6233","1996","36","7","X","0","62.2600","46.7600","","05/05/2023 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"45501","21341","1","2023","Normal","Ideas","Miscellaneous","Licensed","Disney Hocus Pocus: The Sanderson Sisters' Cottage","X","21341-1","229.99","199.99","299.99","229.99","13/06/2023 00:00:00","07/10/2025 00:00:00","2316","9","gen047,idea158,idea159,idea160,idea161,idea162,idea163,","Box","LEGO exclusive","6437512","6437511","5702017452142","673419381161","58.2","37.8","10.3","","27","26","24","18","","5152","2395","8","28","X","0","187.7500","166.2800","Ann Healy,James May,","01/07/2023 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"48470","21345","1","2024","Normal","Ideas","Miscellaneous","Licensed","Polaroid OneStep SX-70 Camera","X","21345-1","79.99","69.99","99.99","79.99","16/12/2023 00:00:00","03/11/2025 00:00:00","516","","","Box","Retail - limited","6474642","6474641","5702017599113","673419394079","38.2","26.2","5.7","","15","9","9","18","","4032","1769","7","9","X","0","62.0000","44.0900","James May,","01/01/2024 00:00:00","31/12/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"48848","21347","1","2024","Normal","Ideas","Miscellaneous","Licensed","Red London Telephone Box","X","21347-1","114.99","99.99","149.99","114.99","17/01/2024 00:00:00","03/11/2025 00:00:00","1460","","","Box","LEGO exclusive","6474646","6474645","5702017599137","673419394093","28.2","45.6","8.8","","31","19","15","18","","2833","1750","7","10","X","0","84.5100","75.0000","Marina Stampoli,","01/02/2024 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"48850","21349","1","2024","Normal","Ideas","Miscellaneous","","Tuxedo Cat","X","21349-1","99.99","89.99","129.99","99.99","07/05/2024 00:00:00","03/11/2025 00:00:00","1710","","","Box","Retail","6474650","6474649","5702017599670","673419394116","28.2","45.6","13.6","2.481","","","","18","","2894","1564","7","8","X","0","81.2800","55.4800","Chris McVeigh,","01/06/2024 00:00:00","31/12/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"48945","21352","1","2024","Normal","Ideas","Miscellaneous","Licensed","Magic of Disney","X","21352-1","99.99","89.99","129.99","99.99","14/09/2024 00:00:00","03/11/2025 00:00:00","1103","4","idea199,idea200,idea201,idea202,","Box","Retail","6474656","6474655","5702017599748","673419394147","38","26","9.3","1.186","19","27","17","18","","1774","1074","7","4","X","4","94.2800","80.0300","Marina Stampoli,","01/10/2024 00:00:00","31/07/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"51329","21357","1","2025","Normal","Ideas","Miscellaneous","Licensed","Disney Pixar Luxo Jr.","X","21357-1","69.99","59.99","89.99","69.99","09/05/2025 00:00:00","03/11/2025 00:00:00","613","","","Box","Retail","6530096","6530095","5702017829241","673419408318","22.2","26.2","9.5","","29","14","11","18","","2468","1795","7","11","X","5","65.4900","","Tom Gerardin,","01/06/2025 00:00:00","31/12/2027 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"23383","30246","1","2014","Normal","Star Wars","Licensed","Episode VI","Imperial Shuttle","X","30246-1","3.99","","","","","","57","","","Polybag","Retail - limited","6061826","6061825","5702015125000","","17","19.5","0.9","","","","","6","12","5742","1507","2","0","X","9","7.8400","4.1200","","01/01/2014 00:00:00","31/12/2014 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"24082","30274","1","2015","Normal","Star Wars","Licensed","Rebels","AT-DP","X","30274-1","","","","","","","65","","","Polybag","Retail - limited","6102294","6102293","5702015357470","673419233798","17","19.5","0.8","","","","","6","12","6591","1486","2","2","X","21","7.4300","5.0300","Niels M. Frederiksen,","01/01/2015 00:00:00","31/12/2015 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"24129","30275","1","2015","Normal","Star Wars","Licensed","Rebels","TIE Advanced Prototype","X","30275-1","","","","","","","47","","","Polybag","Promotional","6102296","6102295","","673419233811","17","19.5","0.8","","","","","6","12","6371","1249","2","0","X","21","6.4300","2.2500","Niels M. Frederiksen,","01/01/2015 00:00:00","31/12/2015 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"24844","30276","1","2015","Normal","Star Wars","Licensed","Episode VII","First Order Special Forces TIE Fighter","X","30276-1","3.99","","","","","","41","","","Polybag","Retail - limited","6114443","6114435","","673419238175","17","19.5","0.8","","","","","6","12","7046","1245","2","0","X","24","5.4900","4.6200","","04/09/2015 00:00:00","31/12/2015 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"25906","30277","1","2016","Normal","Star Wars","Licensed","Episode VII","First Order Star Destroyer","X","30277-1","","","","","","","56","","","Polybag","Retail","6138468","6138466","5702015608589","673419251181","17","19.5","0.9","","","","","6","12","3527","1435","2","0","X","15","8.3900","4.1000","","01/01/2016 00:00:00","31/12/2016 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"25599","30278","1","2016","Normal","Star Wars","Licensed","Episode VII","Poe's X-wing Fighter","X","30278-1","3.99","3.99","","4.99","","","64","","","Polybag","Retail - limited","6138472","6138470","5702015608596","673419251198","17","19.5","0.7","","","","","6","12","9955","1501","2","1","X","16","6.7600","3.1600","","01/01/2016 00:00:00","31/12/2016 00:00:00","X","","2","2","0","0","1","","","","","","","","",""
"25850","30279","1","2016","Normal","Star Wars","Licensed","Episode VII","Kylo Ren's Command Shuttle","X","30279-1","","","","","","","43","","","Polybag","Promotional","6138476","6138474","5702015608602","673419251204","17","19.5","0.8","","","","","6","12","5931","1247","2","0","X","11","5.2300","3.0300","","01/01/2016 00:00:00","31/12/2016 00:00:00","X","","2","2","0","0","1","","","","","","","","","SAS"
"27672","30357","1","2018","Normal","City","Modern day","Construction","Road Worker","X","30357-1","3.99","","4.99","","02/06/2020 00:00:00","21/01/2021 00:00:00","58","1","cty0889,","Polybag","Retail - limited","6214717","6214716","5702016122688","","17","19.5","0.8","0.036","","","","5","12","5367","1020","2","0","X","13","7.0300","3.6400","","01/01/2018 00:00:00","31/12/2018 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"28938","30364","1","2019","Normal","City","Modern day","General","Popcorn Cart","X","30364-1","","","","","","","43","1","cty0982,","Polybag","Retail","6253536","6253534","5702016374803","673419306263","17","17","1.1","0.042","","","","5","","8835","1873","2","0","X","24","8.5500","4.3600","","01/01/2019 00:00:00","31/12/2019 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"29295","30365","1","2019","Normal","City","Modern day","Mars Exploration","Space Satellite","X","30365-1","3.99","","6.99","","14/05/2020 00:00:00","08/07/2021 00:00:00","36","1","cty1027,","Polybag","Retail - limited","6253539","6253537","5702016374810","673419306270","17","17","0.7","0.025","","","","5","","8309","1236","2","2","X","32","5.4100","2.3300","","01/06/2019 00:00:00","31/12/2020 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"27668","30380","1","2018","Normal","Star Wars","Licensed","Episode VIII","Kylo Ren's Shuttle","X","30380-1","","","","","","","33","","","Polybag","{Not specified}","6214574","6214573","5702016122077","673419284547","17","17","0.8","0.029","","","","6","12","4609","994","2","0","X","20","5.4400","2.4000","Henrik Andersen,","01/01/2018 00:00:00","31/12/2018 00:00:00","X","","2","2","0","0","1","","","","","","","","","SAS"
"28012","30381","1","2018","Normal","Star Wars","Licensed","Solo","Imperial TIE Fighter","X","30381-1","","","","","","","42","","","Polybag","{Not specified}","6214577","6214576","5702016122084","673419285650","17","17","1","","","","","","","3711","1049","2","0","X","14","6.6500","5.1800","Henrik Andersen,","20/04/2018 00:00:00","31/12/2019 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"29136","30383","1","2019","Normal","Star Wars","Licensed","Episode I","Naboo Starfighter","X","30383-1","","","","","","","48","","","Polybag","{Not specified}","6254013","6254012","5702016376166","673419306034","17","17","1","","","","","","","5413","1144","2","1","X","18","8.3500","5.7500","Henrik Andersen,","01/04/2019 00:00:00","31/12/2020 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"29164","30384","1","2019","Normal","Star Wars","Licensed","Episode V","Snowspeeder","X","30384-1","","","","","","","49","","","Polybag","Retail","6254020","6254019","5702016376777","673419306041","17","17","1.1","","","","","6","","6862","1206","2","0","X","20","6.2900","2.7200","Henrik Andersen,","01/04/2019 00:00:00","31/12/2020 00:00:00","X","","2","2","0","0","1","","","","","","","","","SAS"
"29782","30386","1","2020","Normal","Star Wars","Licensed","Episode IX","Poe Dameron's X-wing Fighter","X","30386-1","4.99","3.49","","3.99","","","72","","","Polybag","{Not specified}","6294092","6294091","5702016667868","673419321990","17","17","0.8","","","","","","","4807","1159","2","2","X","9","7.2100","4.9500","Henrik Andersen,","01/01/2020 00:00:00","31/12/2020 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"30880","30388","1","2021","Normal","Star Wars","Licensed","Episode VI","Imperial Shuttle","X","30388-1","","","","","","","85","","","Polybag","LEGO exclusive","6332421","6332416","5702016912050","673419338981","20","19.5","1.2","","","","","","","5422","1218","2","2","X","4","7.1800","3.7000","Henrik Andersen,","01/01/2021 00:00:00","31/12/2021 00:00:00","X","","2","2","0","0","1","","","","","","","","","SAS"
"31041","30391","1","2021","Normal","Disney","Licensed","Tangled","Rapunzel's Boat","X","30391-1","","","","","","","32","1","dp107,","Polybag","{Not specified}","6333436","6333435","5702016915907","673419341653","17","17","0.7","","","","","","","1378","411","2","1","X","0","7.3900","7.0000","","01/01/2021 00:00:00","31/12/2021 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"31395","30392","1","2021","Normal","Harry Potter","Licensed","Accessories","Hermione's Study Desk","X","30392-1","","","","","","","31","1","hp315,","Polybag","{Not specified}","6333585","6333584","","673419341714","17","17","0.6","","","","","6","","7366","1405","2","0","X","0","4.8900","2.5000","","01/08/2021 00:00:00","31/12/2022 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"29134","30461","1","2019","Normal","Star Wars","Licensed","Episode I","Podracer","X","30461-1","","","","","","","58","","","Polybag","{Not specified}","6254022","6254021","5702016376784","673419306850","17","19.5","0.7","","","","","6","","5325","1301","4","1","X","12","7.9700","4.4900","","01/04/2019 00:00:00","31/08/2019 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"32273","30495","1","2022","Normal","Star Wars","Licensed","Episode V","AT-ST","X","30495-1","","","","","","","79","","","Polybag","Retail","6378919","6378852","","673419355124","17","17","1.7","","","","","6","","10583","813","2","1","X","8","4.9000","1.8200","","01/01/2022 00:00:00","31/12/2022 00:00:00","X","","3","3","0","0","1","","","","","","","","","SAS"
"27298","30497","1","2017","Normal","Star Wars","Licensed","Episode VIII","First Order Heavy Assault Walker","X","30497-1","","","","","","","54","","","Polybag","Retail","6176991","6176990","5702015877046","673419268813","17","17","0.9","","","","","6","12","8305","1032","2","1","X","13","6.8200","3.6400","Niels M. Frederiksen,","01/09/2017 00:00:00","31/12/2018 00:00:00","X","","5","5","0","0","1","","","","","","","","","SAS"
"28237","30498","1","2018","Normal","Star Wars","Licensed","Solo","Imperial AT-Hauler","X","30498-1","","","","","","","49","","","Polybag","{Not specified}","6214570","6214569","5702016117561","673419284530","17","17","0.8","","","","","","","2647","947","2","0","X","10","6.3100","3.9600","Henrik Andersen,","01/08/2018 00:00:00","31/12/2019 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"32328","30503","1","2022","Normal","Miscellaneous","Miscellaneous","Make It Yours","Build Your Own Animals - Make It Yours","X","30503-1","","","","","","","16","","","Polybag","LEGO exclusive","6379746","6379745","5702017169927","","14","14","1.8","0.02","","","","5","","2088","126","2","3","X","0","2.2500","","Dan Squirrell,","01/01/2022 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
